Species	A-0-2	A-0-3	A-0-4	A-0-5	A-3-2	A-3-3	A-3-4	A-3-5	A-4-2	A-4-3	A-4-4	A-4-5	A-5-2	A-5-3	A-5-4	A-5-5	A-6-2	A-6-3	A-6-4	A-6-5	B-0-1	B-0-2	B-0-3	B-0-5	B-3-1	B-3-2	B-3-3	B-3-5	B-4-1	B-4-2	B-4-3	B-4-5	B-5-1	B-5-2	B-5-3	B-5-5	B-6-1	B-6-2	B-6-3	B-6-5
species430	0.172195638	0.24965991	0.280433889	0.292824596	0.07796965	0.090403548	0.103392172	0.088713164	0.064833603	0.04465797	0.081664695	0.043285938	0.061627304	0.064561091	0.060460498	0.051735652	0.040151513	0.036817896	0.067868957	0.034551805	0.352110552	0.156218069	0.17382909	0.199224416	0.044096247	0.031885467	0.034936074	0.072503656	0.047616406	0.047493901	0.040627608	0.024924134	0.034707261	0.035088852	0.025874119	0.036758739	0.048547651	0.068755844	0.051839577	0.03416423
species431	0.086777152	0.070279276	0.067177659	0.040599767	0.035203442	0.018640208	0.02333628	0.024920469	0.005769676	0.004618938	0.015526674	0.025316456	0.006296269	0.012740543	0.011185208	0.077172907	0.005268049	0.013723191	0.017314558	0.004618938	0.037901205	0.021934185	0.051939501	0.019086867	0.03148566	0.031517524	0.010748287	0.010748287	0.018485254	0.023735808	0.019635993	0.0202756	0.025124223	0.012947666	0.011539353	0.008079145	0	0.005769676	0.020924711	0.014755507
species432	0.011164815	0.006789601	0.01425208	0.038903033	0	0	0	0	0	0	0	0.003787879	0	0	0	0	0	0	0	0	0.01317755	0	0	0.010680652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species433	0.040574839	0.0287005	0.024473631	0.003546099	0.020761246	0.00286533	0.003546099	0.003460208	0.003460208	0	0	0	0.007092199	0.008474576	0	0.020166368	0.010466515	0.003460208	0.015196873	0.010380623	0.052830909	0.027344458	0.011736665	0.01865708	0.00932854	0	0.010466515	0.009190867	0.017101508	0.009871636	0.012788748	0.003460208	0	0.009785745	0.008668541	0.006325537	0.013926722	0.003546099	0.008733662	0.009785745
species434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003496503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species435	0	0	0	0	0	0.002192982	0.002192982	0	0.004385965	0	0.00877193	0.006578947	0.002192982	0.002192982	0	0	0.013157895	0.004385965	0.004385965	0	0	0	0	0	0.002192982	0	0	0	0.002192982	0	0.002192982	0	0.004385965	0	0.002192982	0.002192982	0.004385965	0	0.002192982	0.002192982
species436	0	0	0	0.006644518	0.013289037	0	0	0	0.009966777	0	0.006644518	0	0.003322259	0	0	0	0.003322259	0	0.006644518	0	0	0	0	0	0	0	0	0	0	0	0.003322259	0	0.006644518	0	0	0	0.003322259	0.003322259	0	0.003322259
species437	0.01742954	0.036661222	0.029861132	0.025009296	0	0.005959949	0.003144654	0	0.003144654	0.003144654	0	0.003144654	0	0	0	0.003058104	0	0	0	0	0.029991315	0.008567746	0.008654296	0.051724862	0	0	0	0.003144654	0	0	0	0	0	0	0	0	0	0	0.003058104	0
species438	0.008849558	0.008849558	0.005899705	0	0	0	0	0	0	0.002949853	0	0	0	0	0	0	0.002949853	0	0	0	0.005899705	0.002949853	0	0.008849558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species439	0.079003469	0.092835068	0.081406496	0.078095238	0	0	0.005714286	0.001904762	0.00952381	0.003809524	0.007619048	0.013333333	0.024761905	0.005714286	0.011428571	0.00952381	0.011428571	0.005714286	0	0	0.060952381	0.034285714	0.03047619	0.045714286	0.003809524	0.003809524	0.003809524	0	0.001904762	0.001904762	0.001904762	0.001904762	0	0	0.001904762	0	0	0.001904762	0.005714286	0.001904762
species440	0.02362888	0.0448872	0.042091782	0.054057228	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004166667	0	0	0.019553498	0.03526664	0.015137789	0.018098798	0	0	0	0.004219409	0	0	0.002604167	0	0	0	0	0.004219409	0	0.002604167	0	0
species441	0.020767121	0.022188944	0.026278924	0.025907021	0	0.002624672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011701537	0.017213339	0.005249344	0.003827521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species442	0	0	0	0.002949853	0	0	0	0	0.005899705	0.005899705	0	0	0.005899705	0.01179941	0.005899705	0	0.002949853	0.002949853	0	0	0.005899705	0	0	0	0	0	0	0	0.002949853	0.002949853	0.002949853	0.005899705	0	0	0.002949853	0.002949853	0	0.002949853	0.002949853	0.002949853
species443	0	0	0	0	0	0.002544529	0.005089059	0.007633588	0.005089059	0	0.007633588	0.002544529	0	0	0	0.002544529	0	0	0	0.005089059	0	0	0	0	0	0	0	0	0	0.002544529	0	0	0	0	0.002544529	0.010178117	0	0	0.002544529	0
species444	0	0.007092199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003546099	0	0	0	0	0	0	0	0	0	0.003546099	0	0.003546099	0.003546099	0	0	0	0
species445	0.006734007	0	0	0.006734007	0.011583012	0.003367003	0	0	0	0	0.006734007	0	0.013468013	0	0	0.003367003	0.003367003	0	0.006734007	0	0	0	0	0	0	0.003367003	0	0	0	0.003861004	0.006734007	0	0.003367003	0	0.003367003	0	0	0.006734007	0	0
species446	0.006398044	0.018766237	0	0.012796088	0.026106021	0.016482097	0.017935349	0.006030587	0.018091762	0.003367003	0.003649635	0.003649635	0.007335257	0	0.02189781	0.015554397	0.01013289	0.003367003	0.007016638	0.018001531	0	0	0.003649635	0.011401573	0.003649635	0.010609976	0.003367003	0.006349206	0.014862915	0.002380952	0.003367003	0.017852948	0.010792492	0.010225175	0.010225175	0	0	0.002380952	0.009998841	0
species447	0.007371007	0.00982801	0.004914005	0.007371007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017199017	0.002457002	0.007371007	0.004914005	0	0	0	0.004914005	0.002457002	0	0	0	0	0	0	0	0.002457002	0	0	0
species448	0	0	0	0	0	0	0	0	0	0	0	0	0.004524887	0.013574661	0.002262443	0.022624434	0	0	0.00678733	0	0	0	0	0	0	0.002262443	0	0	0	0	0.002262443	0	0	0.004524887	0.002262443	0	0.004524887	0.00678733	0.004524887	0.00678733
species449	0.003355705	0.003355705	0	0.003355705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003355705	0	0	0.003355705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species450	0.00456621	0.00769121	0.00456621	0.01369863	0.004524887	0.004524887	0.011312217	0.002262443	0	0.004524887	0.00678733	0.004524887	0.009049774	0	0.018099548	0.038461538	0	0.002262443	0.002262443	0	0	0.00456621	0.00456621	0	0.002262443	0	0.004524887	0	0	0.002262443	0.002262443	0	0.002262443	0	0.00678733	0.002262443	0.004524887	0.004524887	0.00678733	0.011312217
species451	0.019601137	0.02430591	0.029268498	0.036492908	0	0.005600312	0.004368074	0.00673214	0.004728132	0.007092199	0.004962588	0.005240254	0.009740466	0.019670815	0.002364066	0.019822878	0.002004008	0.003236246	0.004728132	0.012104532	0.006012024	0.015073838	0.018404566	0.009228418	0.002364066	0	0.004728132	0.012072804	0.00650422	0.013824339	0.002364066	0.003236246	0.007964378	0.00859062	0.004728132	0.003311258	0	0.011307365	0.012072804	0.011109032
species452	0.032607454	0.052727137	0.016328833	0.044944491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003333333	0.015202876	0.015040807	0.01510562	0.02471667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species453	0	0.023391813	0	0	0	0	0	0.003115265	0	0	0	0	0	0	0	0	0	0	0	0	0.018403008	0.00295858	0.005847953	0.00887574	0	0	0	0	0	0	0	0	0	0	0	0.015576324	0	0	0	0
species454	0	0	0	0	0.019953052	0.016431925	0.015258216	0.012910798	0.015258216	0.009389671	0.01056338	0.007042254	0.021126761	0.024647887	0.025821596	0.022300469	0.018779343	0.014084507	0.019953052	0.024647887	0	0	0	0	0.012910798	0.01167617	0.017605634	0.023474178	0.012910798	0.014084507	0.019953052	0.008215962	0.02335234	0.012910798	0.022178631	0.018779343	0.011737089	0.024647887	0.015197297	0.024647887
species455	0	0.007722008	0	0.002710027	0	0	0.002710027	0	0.003144654	0.005854681	0.003144654	0	0.005854681	0.002710027	0.002710027	0	0.005854681	0.010840108	0.003144654	0.003144654	0	0	0	0	0.006289308	0.005854681	0	0.003144654	0.003144654	0.006289308	0.003144654	0	0.003144654	0	0.003144654	0	0.009433962	0.002710027	0	0.003144654
species456	0.062593145	0.06010929	0.058122206	0.055638351	0.004470939	0.005961252	0.003974168	0.003477397	0.00496771	0.003974168	0.005464481	0.002483855	0.00496771	0.003974168	0.006458023	0.004470939	0.002980626	0.003974168	0.003974168	0.005464481	0.062593145	0.034277198	0.026825633	0.027819175	0.002980626	0.001490313	0.002980626	0.005464481	0.003477397	0.000993542	0.001987084	0.002483855	0.001490313	0.003477397	0.003974168	0.004470939	0.001987084	0.004470939	0.001490313	0.002980626
species457	0	0	0	0	0.003663004	0	0	0	0.003663004	0	0	0.003663004	0.007326007	0	0	0	0.003663004	0.007326007	0	0	0	0	0	0	0.010989011	0	0	0	0.003663004	0	0	0	0	0	0.003663004	0	0	0	0	0.007326007
species458	0	0	0.002695418	0.002695418	0	0	0	0.002695418	0	0	0	0	0	0.005390836	0	0.015444015	0	0.008086253	0	0.005390836	0.010781671	0	0.002695418	0.005390836	0	0	0	0.002695418	0	0	0.005390836	0	0	0	0	0.002695418	0	0	0	0.002695418
species459	0.046267553	0.021082104	0.040762978	0.027199006	0	0.015120702	0.006527581	0	0.00954645	0.002994012	0	0	0.006761867	0.007874016	0.002994012	0.006527581	0	0	0	0.006289308	0.023901225	0.004237288	0.002824859	0	0	0.001412429	0	0.003937008	0	0	0	0.006678223	0	0	0.002994012	0.003937008	0.001412429	0	0	0.002994012
species460	0	0	0.002754821	0	0	0	0.002754821	0	0	0	0.008264463	0	0	0.002754821	0	0.005509642	0	0	0	0	0.002754821	0	0	0	0.005509642	0	0	0	0.002754821	0	0.002754821	0	0	0.002754821	0	0.005509642	0	0	0	0.002754821
species461	0.010436508	0.011904762	0.008879185	0	0.018287641	0.007188184	0.008901	0.015369254	0.017038517	0.019790945	0.023147175	0.0175	0.012948405	0	0.012978979	0.018856959	0.018323012	0.019258249	0.023294406	0.030509901	0.022394272	0.007724833	0.023336949	0.022866023	0.012041671	0.006743281	0.015087903	0.015674747	0.016161806	0.013101811	0.007443019	0.012353487	0.014500203	0.032075974	0.038356935	0.003750876	0.014779468	0.017443019	0.013053688	0.023437992
species462	0.14966036	0.092866842	0.120348338	0.121385977	0.130391272	0.14643321	0.186132006	0.108986972	0.102943277	0.106413369	0.075001292	0.090851485	0.077754556	0.06780803	0.089516916	0.084867364	0.066801864	0.062517318	0.043267957	0.054194005	0.035320501	0.039942989	0.024230545	0.031073278	0.080087821	0.053551366	0.068311216	0.052244069	0.054461201	0.064261034	0.081501018	0.041480071	0.051615782	0.075053181	0.083699262	0.056763914	0.03687454	0.036482041	0.055819698	0.045616796
species463	0.032035947	0.048112797	0.043583029	0.027479316	0.005140082	0.004310345	0.006989988	0.006838166	0.003095975	0.004166667	0.004310345	0	0.013238916	0.007706767	0.003095975	0.008333333	0	0	0.015418597	0.013760772	0.038154299	0.00936642	0.013737049	0.0224543	0.004310345	0.004578755	0.003787879	0.002487562	0	0.00740632	0	0.00297619	0.011716665	0	0.009160706	0	0.007856444	0	0.006072166	0.004310345
species464	0.030501461	0.002890173	0.007490637	0.00658021	0.003690037	0	0.006338449	0.005780347	0	0.014760148	0.002890173	0	0.014034864	0	0.028031131	0.003690037	0.003690037	0.020167535	0.012676899	0.002890173	0.011560694	0.002890173	0.012360557	0.005780347	0.003690037	0.002890173	0.00658021	0.006635492	0.003690037	0.009228623	0.005780347	0.002890173	0.002890173	0.003448276	0.003690037	0.006338449	0	0.005780347	0	0
species465	0.031241125	0.038049898	0.048267542	0.031468819	0.019198645	0.025293561	0.013292038	0.050678016	0.052972236	0.01969575	0.005291005	0.022273102	0.024039969	0.005420054	0.010135603	0.004466996	0.019760275	0	0.01164402	0.014851152	0.072587343	0.05314969	0.018514892	0.051784452	0.016117942	0.013342736	0.023403262	0.010578384	0.002645503	0.013223887	0.004780074	0	0.003401361	0.00875689	0.007177023	0	0.010135603	0.00535553	0.015362084	0.011068563
species466	0.006746917	0.006644518	0.02024075	0.003322259	0.017438472	0.035840995	0.022643958	0.025905625	0.013333333	0	0.019261752	0.022319587	0.021513803	0.013378076	0.012376338	0.013995765	0.014884934	0.042946337	0.017815286	0.011336893	0.012303167	0	0.002237136	0	0.002222222	0.007088402	0.010214708	0.00243309	0.002222222	0.024685786	0.016654658	0.014199618	0.010139202	0.0147796	0.024240302	0	0.020474357	0.007088402	0.011562675	0.012572292
species467	0	0	0.003215434	0.003215434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003215434	0	0.003215434	0	0	0	0	0.003215434	0	0	0	0	0	0	0	0	0
species468	0.003344482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010033445	0.006688963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species469	0.003484321	0.006968641	0	0	0	0	0	0	0.003484321	0.013937282	0	0	0	0	0.013937282	0	0	0	0	0	0	0.006968641	0.003484321	0	0	0	0.003484321	0	0	0	0	0	0	0	0	0	0	0	0	0
species470	0.00951036	0.00951036	0.026622191	0.016018602	0.034555433	0.004348713	0.028997321	0.016320218	0.005632843	0.011602992	0.011661808	0	0.020629642	0.007912232	0.007601471	0.007272727	0.009549048	0.007449257	0.002717391	0.012031636	0.014397165	0.004464183	0.000815661	0.010864113	0.002717391	0.008815978	0.003460208	0.000815661	0.008565345	0	0.006384184	0	0.021454099	0.007096571	0.01763459	0.022741438	0.005702466	0.009242952	0.01384083	0.006448504
species471	0.006535948	0.013061251	0.01631858	0.009803922	0	0	0	0	0.003571429	0	0	0	0	0	0	0.006828758	0	0	0	0	0.003831418	0.014177493	0.003257329	0.014188138	0.003571429	0	0	0	0	0.003571429	0.007142857	0	0	0	0	0	0	0	0.003571429	0
species472	0	0.007220217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species473	0.010238908	0.007394767	0.021046644	0.01592719	0	0.000568828	0	0	0	0.000568828	0	0	0	0	0	0.001137656	0	0	0	0	0.002275313	0.001137656	0.001706485	0.001706485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003937008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species475	0.01772352	0.011728513	0.023767326	0.019000054	0.008347953	0.008893762	0.014195906	0.006398635	0.008347953	0.008893762	0.009746589	0.007797271	0.018977947	0.006398635	0.014240436	0.021659031	0.020601759	0.057691212	0.015937012	0.018652441	0.012760396	0.010811078	0.006202783	0.01807835	0.004449318	0.012246589	0	0.011393762	0.003898635	0.003898635	0.005	0.009746589	0.013437012	0.015430859	0.020519917	0.021152441	0.053516956	0.057251908	0.086595836	0.067511867
species476	0.324015843	0.346897222	0.192268491	0.249709144	0.030597993	0.019014081	0.020411336	0.026076884	0.021853123	0.04231195	0.0274962	0.02280557	0.070778746	0.042665088	0.060570709	0.072161775	0.04333923	0.030221346	0.020721508	0.039478819	0.053643593	0.0397265	0.015403007	0.020011404	0.01079882	0.014088337	0.010369956	0.017988088	0.014200488	0.011347233	0.007454606	0.003567415	0.02305042	0.02289757	0.01104886	0.002992837	0.002427528	0.006777502	0.003813473	0.003045977
species477	0.030547329	0.041379763	0.035578042	0.023166572	0.014652015	0.014222038	0.001851852	0.005514856	0.002183406	0.004366812	0.003663004	0.003663004	0.010989011	0.026864586	0.007326007	0.013471647	0.016835421	0.00588711	0	0.00248139	0.075524157	0.0374045	0.026757204	0.048555675	0.003424658	0.014652015	0.004962779	0.008939513	0	0.007996245	0.006144393	0.010989011	0.006144393	0.008029816	0.001851852	0.00248139	0.002183406	0.008701167	0	0.010989011
species478	0.017392798	0.014947318	0.018504753	0.005351753	0.009714108	0.020337043	0.020594827	0.022001924	0.02282802	0.030727388	0.03753629	0.00912253	0.025780662	0.040850614	0.059704924	0.040592073	0.021966823	0.039529374	0.024526367	0.033883998	0.037861922	0.008267644	0.012192155	0.01465794	0.013420227	0.015399737	0.022834558	0.038930062	0.028348765	0.045025356	0.023341499	0.034907992	0.026296314	0.033438128	0.061839663	0.028706382	0.008255606	0.014142773	0.015353603	0.016517517
species479	0.7706087	0.760433217	0.757806383	0.766311993	0.624344108	0.58861658	0.830066973	0.80173572	0.652802223	0.627201107	0.737767152	0.830213284	0.863446308	0.705417097	0.689585181	0.820642326	0.75573193	0.639485672	0.736205056	0.789933494	0.989731706	0.497506482	0.548490257	0.525168706	0.64731418	0.490958496	0.546689238	0.639786306	0.587220893	0.70993832	0.647508045	0.527515863	0.591858515	0.534403305	0.863543606	0.598138772	0.547257821	0.633847644	0.507392292	0.542230413
species480	0.012712651	0.027286452	0.006289308	0.022146613	0.005802708	0.010330944	0.02240231	0.003868472	0.00507889	0	0.008603828	0	0.005602241	0	0.001934236	0.01226518	0.00280112	0	0.00566645	0.001934236	0.05412777	0.018296594	0.027596029	0.024668426	0.004735356	0.006462472	0.015066301	0.001727116	0.021742546	0.015066301	0.013339185	0.007536477	0.013132065	0.005802708	0.009470713	0.022395657	0.015726065	0	0.012271833	0
species481	0.701904998	0.692260455	0.585010545	0.575842641	0.589997242	0.530135339	0.754894177	0.665761971	0.659044295	0.581198196	0.698992409	0.641839572	0.699607655	0.624281227	0.530741803	0.672013513	0.617508565	0.582913956	0.612767574	0.599514118	0.853482338	0.429254406	0.437149022	0.452210604	0.499570216	0.386203875	0.474314556	0.607794347	0.492156163	0.464269905	0.526648332	0.496432461	0.492752446	0.58240278	0.637125117	0.47562561	0.393060988	0.549302504	0.48650874	0.508074966
species482	0	0.006349206	0.004878049	0	0	0	0.004878049	0	0	0	0	0	0	0.004878049	0.004878049	0	0	0	0	0	0.02245451	0.004878049	0	0.003174603	0	0	0	0	0	0.004878049	0	0	0	0	0	0	0	0	0	0
species483	0.027976797	0.018421369	0.007150245	0.003891051	0	0	0	0.003891051	0	0	0	0	0	0	0	0	0	0	0	0	0.040934802	0.003891051	0.005635562	0.012756991	0	0	0	0	0	0.00729927	0	0	0	0	0	0	0.003649635	0	0	0.00729927
species484	0	0	0	0	0	0.003174603	0.010896611	0	0.007782898	0	0.011583012	0.019047619	0	0.006349206	0.003174603	0.007035607	0.003174603	0.00952381	0.014132104	0	0	0	0	0	0	0.003174603	0.015873016	0.015565796	0.004608295	0.006349206	0.006349206	0.007035607	0.01021021	0	0.006349206	0.006349206	0.004608295	0	0.008469299	0.006349206
species485	0.063684183	0.074467996	0.064043297	0.073305061	0.010748807	0.008000352	0.035621246	0.024731311	0.017377851	0.013630707	0.017359187	0.000886525	0.023534936	0.009196774	0.016200092	0.022160665	0.01326124	0.033451972	0.010840651	0.02190232	0.102799524	0.042494766	0.043115984	0.049333055	0.012653993	0.019080684	0.018703098	0.012742873	0.010770435	0.018153867	0.008199741	0.011479063	0.011837685	0.01147396	0.004343744	0.010083299	0.012742873	0.016399481	0.006316182	0.007184044
species486	0.003289474	0.006578947	0.003289474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species487	0	0	0	0	0	0.006557377	0.006557377	0	0.003278689	0.006557377	0	0.016393443	0	0.009836066	0.003278689	0.003278689	0	0.006557377	0.003278689	0	0	0	0	0	0.003278689	0.006557377	0.003278689	0.006557377	0.006557377	0.003278689	0.003278689	0	0.006557377	0.003278689	0.003278689	0	0	0.016393443	0	0
species488	0.006269592	0	0.003134796	0	0.00257732	0.017679567	0.027076608	0.018364172	0.014343798	0.024202258	0.011973775	0.030408838	0.024642012	0.022933424	0.003886976	0.019803251	0.009109216	0.026101436	0.010982368	0.010290427	0	0	0	0	0.01523359	0.004392202	0.017165988	0.016524395	0.022880188	0.01700106	0.01405005	0.002380952	0.016872848	0.00257732	0.026246803	0.019713741	0.007326007	0.025422456	0.010646913	0.014652015
species489	0.052006912	0.021157922	0.031318192	0.039572299	0.010144928	0.007413885	0.01265749	0.00975894	0.005797101	0.012786626	0.011063171	0.014920716	0.020394671	0.015090706	0.027947735	0.023786359	0.005797101	0.023827043	0.026255688	0.023952229	0.06085787	0.056443536	0.014366928	0.048043797	0.013641431	0.005516352	0.012254371	0.00816462	0.022845638	0.014002264	0.019478073	0.005411114	0.021837799	0.023779789	0.027691488	0.037152573	0.017247483	0.007246377	0.02082211	0.011063171
species490	0	0.009481299	0.004986917	0.013206095	0	0	0	0	0	0	0.002247191	0	0	0	0	0.002247191	0	0.002247191	0	0	0.013483146	0.005964663	0.002247191	0.004986917	0.002247191	0.002739726	0.005479452	0	0	0	0.002739726	0	0.002247191	0.002247191	0	0	0	0	0	0
species491	0	0	0	0	0.012944984	0.003236246	0.003236246	0.009708738	0.006472492	0.006472492	0.01618123	0.009708738	0.011763497	0.009708738	0.022653722	0.008527251	0.006472492	0.008527251	0.022345508	0.018235989	0.003236246	0	0.003236246	0	0	0.006472492	0	0.005291005	0.006472492	0.003236246	0.006472492	0.012944984	0.006472492	0.008527251	0.011763497	0.019417476	0.024708481	0.006472492	0.018235989	0.018235989
species492	0	0	0	0	0.003875969	0.003875969	0.003875969	0	0.003875969	0	0.015503876	0	0	0	0	0	0.003875969	0	0	0.003875969	0	0	0	0	0	0	0	0	0	0.003875969	0	0	0.007751938	0.003875969	0.00308642	0.003875969	0	0	0	0.007751938
species493	0.05178088	0.051054724	0.059971416	0.05418358	0.006008316	0.003846154	0.005464481	0	0.003802281	0.004883362	0.004883362	0	0.004850334	0	0.011753789	0.00265252	0.0046398	0.001081081	0.014581407	0.003813322	0.068243617	0.026272588	0.035614048	0.036154846	0	0	0.001081081	0.004225735	0	0.002645503	0.015252998	0	0	0.003802281	0.003802281	0.001081081	0	0.003703704	0.006578394	0
species494	0	0	0	0	0	0	0.004504505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009009009	0	0	0	0.004504505	0	0.009009009	0	0	0	0	0
species495	0	0.007575758	0.003787879	0.003787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003787879	0.011363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species496	0.002890173	0	0.002890173	0	0.023643735	0.006282723	0.005235602	0.025737975	0.010471204	0.008079532	0.020846048	0.007032412	0.009126653	0.012268014	0.011220894	0.004188482	0.006282723	0.024536028	0.013315134	0.007329843	0.013654934	0.005780347	0	0.002890173	0.006282723	0.005235602	0.00104712	0.002094241	0.007329843	0	0.004188482	0.006282723	0.012565445	0.00104712	0.008376963	0.006282723	0.003141361	0.011220894	0.00104712	0.013017703
species497	0	0	0.014124294	0.002824859	0	0	0	0	0	0	0	0	0	0.005649718	0	0.005649718	0	0	0	0	0.002824859	0	0.011299435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species498	0	0	0.013245033	0.003311258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013245033	0.003311258	0.006622517	0	0	0	0.003311258	0	0.003311258	0	0	0	0	0	0	0.003311258	0	0	0	0
species499	0	0	0.003831418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species500	0.022130987	0.013333333	0.02435321	0.008888889	0.002222222	0.007376996	0	0.002932551	0.002222222	0	0	0.004444444	0	0	0	0	0	0	0.013333333	0.002222222	0.002932551	0.002932551	0.006666667	0.004444444	0.002222222	0	0	0	0	0.002222222	0	0	0	0	0	0	0	0	0	0
species501	0.006349206	0.025958162	0.014658727	0.031715493	0	0	0.001886792	0	0	0.003215434	0.010762604	0.003215434	0.003215434	0	0	0	0	0.003215434	0	0.001886792	0.008824321	0.003766478	0.011407049	0.003174603	0.00754717	0	0.011533095	0.018309774	0	0.009646302	0.008317661	0	0.003773585	0	0.008875811	0.003215434	0.006989019	0.003215434	0.001886792	0
species502	0.011080332	0.028888009	0.002770083	0.012069648	0	0	0	0	0	0	0	0	0	0	0.002770083	0	0	0	0	0	0.012069648	0.006529482	0.003759398	0.003759398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species503	0	0	0.008333333	0	0.003115265	0	0.003115265	0.012461059	0	0	0.003115265	0	0.003115265	0.003115265	0.002777778	0	0.00623053	0.003115265	0.015576324	0.009345794	0.008333333	0.011111111	0	0	0	0	0	0.00623053	0	0	0.003115265	0.003115265	0	0.003115265	0	0.005893043	0.005893043	0	0.003115265	0.009345794
species504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005181347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species505	0.003311258	0	0	0	0.005602241	0.015025878	0.00280112	0.016046154	0.016046154	0.00280112	0.005602241	0.006112379	0.005602241	0.005602241	0.021648394	0.005602241	0.005602241	0.014619883	0.008913499	0	0	0.003311258	0	0	0.012734895	0.01171462	0.009036355	0.005602241	0.003311258	0.011450194	0.005602241	0.003311258	0.008913499	0.009423637	0.006112379	0.003311258	0.020486549	0.012734895	0.008913499	0.006622517
species506	0	0	0	0	0.003125	0	0.018303571	0	0.003125	0.015178571	0.004201681	0.0375	0.003125	0.003125	0.008403361	0.00297619	0	0.003125	0.00297619	0	0	0	0	0	0.004201681	0.003125	0	0	0.003125	0.013576681	0	0	0	0.005952381	0.004201681	0	0.007751938	0.004201681	0.00610119	0.003125
species507	0.020786904	0.033272399	0.005930923	0.008437189	0	0	0	0	0	0	0	0	0	0	0.002506266	0	0	0	0.005012531	0	0.016874378	0.007337184	0.010943455	0.010947292	0	0	0	0.003610108	0	0	0	0	0	0	0	0	0	0	0	0
species508	0.0282716	0.027743799	0.016283395	0.020713689	0	0	0	0	0	0	0	0	0	0.00245098	0	0.004901961	0.00245098	0.00245098	0	0	0.029737399	0.021250592	0.009268773	0.010467787	0	0.00245098	0	0	0.00245098	0	0	0	0.00245098	0	0.00245098	0.00245098	0	0	0.004901961	0
species509	0.012898519	0.008417489	0.01221977	0.005707462	0.028022986	0.037593542	0.044408099	0.030853097	0.041331976	0.042565793	0.047034236	0.037208782	0.029082085	0.021978214	0.065492702	0.040177707	0.017132379	0.024784189	0.040089527	0.045607785	0.04172006	0.017575088	0.037434687	0.0226664	0.024024263	0.018917493	0.020343078	0.020154861	0.022647943	0.013063458	0.027357328	0.02703873	0.022076234	0.029434851	0.042040184	0.036877559	0.018588863	0.018868803	0.026868477	0.022587586
species510	0	0	0.00160901	0.001733102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001019368	0	0.145086491	0.042579788	0.036951744	0.057291455	0.00130719	0.005082053	0.001019368	0.004524887	0.003947015	0	0.003484321	0.001733102	0.003298182	0.00777747	0.00160901	0.002386635	0.000804505	0.003647746	0	0.00130719
species511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005555556	0	0	0	0	0	0	0	0	0	0	0.002777778	0	0	0	0	0	0.002777778	0	0	0	0	0	0
